c48e3bcc59da6e7a1cff31dd52f46c8a	Abbeville County, South Carolina	2020-04-20		0	17							https://www.scdhec.gov/monitoring-testing-covid-19
c22e8aefd0015bcf4e8fd333d1ad4f27	Abruzzo	2020-04-20		258	2521	276	27791	1987				http://www.salute.gov.it/nuovocoronavirus
1f03d1f04097bcb43ff0b3dd50dde21c	Acadia Parish, Louisiana	2020-04-20		7	110							http://ldh.la.gov/coronavirus/
677bb1b9b87bb19ba9c811a66a105fb4	Adair County, Iowa	2020-04-20		0	1							https://idph.iowa.gov/emerging-health-issues/novel-coronavirus
ad9330b8166c6b199f773a334736d932	Adair County, Kentucky	2020-04-20		3	53							https://govstatus.egov.com/kycovid19
f078190b53918b138fc190143cd2cf0b	Adair County, Missouri	2020-04-20			12							https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php
f6552b12a425bd48f3cdb7bacf2b5872	Adams County, Illinois	2020-04-20		0	34							http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/coronavirus
525abe4300bb40fc4f7cbad59c32c775	Adams County, Mississippi	2020-04-20	2020-04-19T05:00:00+0000	6	81							https://msdh.ms.gov/msdhsite/_static/14,0,420.html
919af763c34073c56e4addff2123c91a	Adams County, Nebraska	2020-04-20			98							http://dhhs.ne.gov/pages/coronavirus.aspx#sectionlink3
0096d4be36c5fc240afdb8fd3eec8b56	Adams County, Pennsylvania	2020-04-20	2020-04-19T17:00:00+0000	1	80		1253					https://www.health.pa.gov/topics/disease/coronavirus/pages/cases.aspx
6ff08aafdfc96b2b4b2527c7647c0490	Adams County, Wisconsin	2020-04-20	2020-04-19T06:00:00	1	4							https://www.dhs.wisconsin.gov/covid-19/data.htm
bbb14e987f8cdc11aff683e4143a8216	Addison County, Vermont	2020-04-20	2020-04-19T10:12:00	2	61							https://www.healthvermont.gov/response/coronavirus-covid-19/current-activity-vermont
12315156c776e2d8aca490f653d191d3	Aiken County, South Carolina	2020-04-20		4	69							https://www.scdhec.gov/monitoring-testing-covid-19
dec356082e90295d09b5ba1a7c744009	Aitkin County, Minnesota	2020-04-20	2020-04-19T00:00:00	0	1							https://www.health.state.mn.us/diseases/coronavirus/situation.html
213fe69502445ed67ae8b99d22838802	Alabama	2020-04-20		160	4903							https://www.alabamapublichealth.gov/infectiousdiseases/2019-coronavirus.html
ab65afeb26d495bfad43d5c92c2364ff	Alachua County, Florida	2020-04-20		0	210							https://floridahealthcovid19.gov/
e9b268aaa23d007407194708bb54055a	Alamance County, North Carolina	2020-04-20		0	49							https://www.ncdhhs.gov/covid-19-case-count-nc
c420ddff824a5c0eec70dd23d62496bc	Albania	2020-04-20	2020-04-19T00:00:00	26	562	314	5542					https://coronavirus.al/statistika/
5bb3d390aee7bf4e26c63cd509e1d267	Alcona County, Michigan	2020-04-20	2020-04-19T19:00:00+0000		1							https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html
159ce3123ba2ffdfd4915158a06cc251	Alcorn County, Mississippi	2020-04-20	2020-04-19T05:00:00+0000	0	8							https://msdh.ms.gov/msdhsite/_static/14,0,420.html
92dfcdb336717e6724f621bb17c33f6a	Alexander County, Illinois	2020-04-20		0	2							http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/coronavirus
5de5800a9623a0c3282be1b750c59380	Alexander County, North Carolina	2020-04-20		0	3							https://www.ncdhhs.gov/covid-19-case-count-nc
575b9408b6daa2ddcefbcf6d81c9b4c9	Algeria	2020-04-20	2020-04-19T00:00:00	375	2629	1047						http://covid19.sante.gov.dz/carte/
9dfc0f03f2ba88d0c8b5740d27c3cefd	Allamakee County, Iowa	2020-04-20		3	36							https://idph.iowa.gov/emerging-health-issues/novel-coronavirus
c6ba1f0b1a07d9bb2258355e6faeca87	Allegan County, Michigan	2020-04-20	2020-04-19T19:00:00+0000		41							https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html
e3447ce6ed79bb36844d4b6f166689b9	Allegany County, Maryland	2020-04-20		1	33							https://coronavirus.maryland.gov/
cf0702a07e2c884842fccc4ddd3930b4	Alleghany County, North Carolina	2020-04-20		0	2							https://www.ncdhhs.gov/covid-19-case-count-nc
f4f63af07c687356306d6f0ba0ea8454	Allegheny County, Pennsylvania	2020-04-20	2020-04-19T17:00:00+0000	50	1035		12197					https://www.health.pa.gov/topics/disease/coronavirus/pages/cases.aspx
45d91d4c8cb2b204ca85bab30ad41fa7	Allen County, Kentucky	2020-04-20		0	4							https://govstatus.egov.com/kycovid19
cca88bffc6949d21028fbdfc57053e31	Allen Parish, Louisiana	2020-04-20		9	79							http://ldh.la.gov/coronavirus/
6ec30364e99b982e7cc5efaf4a820606	Allendale County, South Carolina	2020-04-20		0	6							https://www.scdhec.gov/monitoring-testing-covid-19
87568fa34926590853c3509f3f46f062	Alpena County, Michigan	2020-04-20	2020-04-19T19:00:00+0000	1	14							https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html
bc264075712cfcf76d465452d1d3cf9c	Amite County, Mississippi	2020-04-20	2020-04-19T05:00:00+0000	1	17							https://msdh.ms.gov/msdhsite/_static/14,0,420.html
49a1e8cf277bb1f58536e45c10c10020	Andalusia	2020-04-20	2020-04-19T08:23:07	993	11205	3116						https://www.mscbs.gob.es/profesionales/saludpublica/ccayes/alertasactual/ncov-china/situacionactual.htm
c637be1cf835c710a89f5c030c9252cb	Andaman and Nicobar Islands	2020-04-20	2020-04-20T02:30:00+0000	0	15	11						
c9ab38f420c69f2e1e2a72ab14b77423	Anderson County, Kentucky	2020-04-20		1	6							https://govstatus.egov.com/kycovid19
f1a41fcf47e0741cbf5abefbfc0ef5f6	Anderson County, South Carolina	2020-04-20		5	132							https://www.scdhec.gov/monitoring-testing-covid-19
2db0be617ef744c56bb13b77c05b636a	Anderson County, Texas	2020-04-20			8							https://www.dshs.state.tx.us/news/updates.shtm#coronavirus
037960597072204e989f671623e600aa	Andhra Pradesh	2020-04-20	2020-04-20T02:30:00+0000	15	646	42						
68746a7280b143cfc01f967610d3e86d	Andorra	2020-04-20	2020-04-19T00:00:00	36	713	235						https://www.govern.ad/coronavirus
067f7b4071082b6e44a5b700324002be	Andrew County, Missouri	2020-04-20			1							https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php
8289a6046c64262b64a5e950d1886947	Andrews County, Texas	2020-04-20			19							https://www.dshs.state.tx.us/news/updates.shtm#coronavirus
78eb133d67c9a96ef30d85dda8cb542e	Androscoggin County, Maine	2020-04-20	2020-04-19T15:15:00+0000	1	35	16						https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml
ad69d1c8c414554b478b7185dcb28e65	Angelina County, Texas	2020-04-20			23							https://www.dshs.state.tx.us/news/updates.shtm#coronavirus
273793bf6cc87833e500719164b897be	Anne Arundel County, Maryland	2020-04-20		40	1047							https://coronavirus.maryland.gov/
ff85117d795f479bc094a98a4c768fd1	Anoka County, Minnesota	2020-04-20	2020-04-19T00:00:00	2	93							https://www.health.state.mn.us/diseases/coronavirus/situation.html
1831f7ec8f4d137add9a92545cabf634	Anson County, North Carolina	2020-04-20		0	15							https://www.ncdhhs.gov/covid-19-case-count-nc
5c302a38b6694cf199005d8ddff2fa39	Antelope County, Nebraska	2020-04-20			1							http://dhhs.ne.gov/pages/coronavirus.aspx#sectionlink3
bcff8ce79caeec8c56ee42633d4c9d77	Antofagasta	2020-04-20	2020-04-19T04:00:00+0000	1	249							https://www.minsal.cl/nuevo-coronavirus-2019-ncov/casos-confirmados-en-chile-covid-19/
768e7f9d615346241a85749a26025ade	Antrim County, Michigan	2020-04-20	2020-04-19T19:00:00+0000		9							https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html
58514bdf2478891d0fe67a830a684d0f	Aosta Valley	2020-04-20		125	1088	401	4677	562				http://www.salute.gov.it/nuovocoronavirus
74a508ccb3f4959ad03507e9487e5b49	Appanoose County, Iowa	2020-04-20		2	2							https://idph.iowa.gov/emerging-health-issues/novel-coronavirus
fbf365be5080e1b1a9fdc781fe25605f	Appling County, Georgia	2020-04-20	2020-04-20T01:34:59+0000	0	20							https://dph.georgia.gov/covid-19-daily-status-report
